-0.712697	-0.0765236
-0.775659	-0.390212
-0.715752	-0.413997
-0.747536	-0.419753
-0.832412	-0.12276
-0.535836	-0.264361
-0.718834	-0.442142
-0.510214	-0.188895
-0.629954	-0.165807
-0.827914	-0.270698
-0.899704	-0.263797
-0.795673	-0.183536
-0.875527	-0.139552
-0.807677	-0.249676
-0.620086	-0.0454704
-0.0597509	0.475273
-0.0958315	0.744951
0.25504	0.517106
-0.18205	0.694742
-0.0657562	0.675156
-0.0678859	0.697203
-0.153086	0.77508
-0.126847	0.796324
-0.428943	0.805187
-0.378092	0.697913
-0.287578	0.616311
-0.460017	0.68463
-0.534785	0.717095
-0.621502	0.773625
-0.672993	0.680873
-0.743137	0.574329
-0.772114	0.659575
-0.775546	0.628712
-0.732456	0.611615
-0.778669	0.613033
-0.762389	0.636605
-0.55661	0.0648096
-0.626908	-0.187068
-0.740657	-0.0560821
-0.807066	0.13712
-0.79605	0.210946
-0.924093	0.306461
-0.983415	0.474799
-0.7538	0.430775
-0.723678	0.455657
-0.533982	0.346711
-0.391289	0.304426
-0.23394	0.27328
-0.555234	0.623847
-0.721559	0.837326
-0.57578	0.829288
-0.319052	0.811286
-0.253124	0.813675
-0.231904	0.854852
-0.258961	0.865279
-0.263469	0.862103
-0.370907	0.916375
-0.609395	0.876371
-0.320504	0.643374
0.0172796	0.615846
-0.123301	0.656904
-0.279578	0.790936
-0.308694	0.919402
-0.391029	1.01362
-0.481871	0.947584
-0.614595	0.8956
-0.625327	0.872945
-0.542072	0.474837
-0.483688	0.0212653
-0.485713	-0.0358892
-0.380101	-0.141063
-0.348555	-0.119244
-0.37144	-0.0999657
-0.346272	-0.0293786
-0.326959	0.180399
-0.0196949	0.305089
0.200122	0.446461
0.448365	0.427744
0.473184	0.669992
0.202413	0.577556
0.0612029	0.653554
0.110156	0.550198
0.120783	0.49072
0.0853356	0.374219
0.11842	0.271659
-0.0672799	0.304342
-0.301485	0.342844
-0.471503	0.451184
-0.435293	0.446661
-0.315627	0.516887
-0.0308203	0.731432
0.0801242	0.593875
0.0576206	0.589236
0.313617	0.552593
0.402073	0.48329
0.25508	0.377651
0.02954	0.25919
-0.206293	0.330966
-0.194151	-0.0316867
0.00852424	-0.174146
-0.0504368	0.133079
-0.417264	0.356374
-0.474612	0.0443959
-0.554729	0.0618904
-0.384612	0.197517
-0.407435	0.472343
-0.387039	0.351902
-0.331508	0.377605
-0.325908	0.574191
-0.388202	0.388603
-0.403165	0.121883
-0.546591	0.32771
-0.352249	0.490382
-0.116528	0.39722
0.0395109	0.386605
-0.00295724	0.567779
-0.203838	0.426465
-0.354061	-0.0210958
-0.287624	-0.138124
-0.0989224	-0.120116
0.0480735	-0.253509
0.134761	-0.209161
-0.249714	-0.111237
0.0944882	-0.0926755
-0.323087	0.119821
-0.542501	0.315101
-0.659065	0.392514
-0.612585	0.261815
-0.59574	0.370231
-0.694803	0.00658179
-0.783833	-0.0957381
-0.814241	-0.185718
-0.824227	-0.295468
-0.649866	-0.153967
-0.60299	-0.0957385
-0.484819	-0.0546055
-0.211809	0.152133
-0.380442	0.0141344
-0.656099	0.455662
-0.780604	0.485132
-0.485905	0.579784
-0.0670836	0.241925
-0.433011	0.227054
-0.363864	0.126266
-0.518114	0.0969569
-0.41972	0.0954184
-0.519046	0.142069
-0.566445	0.153622
-0.633781	0.123842
-0.611063	0.145073
-0.397251	0.0908125
-0.322539	-0.0085504
-0.301071	-0.211031
-0.241879	-0.428598
-0.363456	-0.466055
-0.219484	-0.442878
-0.0576447	-0.595372
-0.142032	-0.474341
-0.0159433	-0.473116
0.147331	-0.473095
0.227829	-0.0122895
0.040449	0.0525954
0.0342807	0.0709688
0.00387558	0.220001
-0.144415	0.0542493
-0.321831	0.0315204
-0.0570906	0.0379055
-0.333674	0.0612884
-0.547431	0.198147
-0.420725	0.208239
-0.409814	0.269662
-0.600932	0.406724
-0.529931	0.418887
-0.604461	0.554575
-0.0494238	0.656467
0.0874626	0.59186
-0.0187047	0.348977
-0.18243	0.137063
-0.0657222	-0.164
-0.164133	-0.217441
-0.0271477	-0.124431
-0.555731	-0.603292
-0.465991	-0.61175
-0.473568	-0.296337
-0.356246	-0.132443
-0.144827	-0.154003
-0.165657	-0.284144
-0.0353854	-0.399934
-0.322958	-0.165061
-0.245241	-0.225641
-0.323759	-0.142774
-0.261652	-0.125477
-0.381162	-0.0960925
-0.530781	-0.0370494
-0.617272	-0.276332
-0.797833	-0.324576
-0.831347	-0.255281
-0.839029	-0.369428
-0.932939	-0.425273
-0.724129	-0.246419
-0.965532	-0.0299018
-0.775661	-0.317236
-0.778854	-0.288276
-0.784547	-0.297652
-0.857586	-0.433159
-0.382435	-0.030016
-0.553474	-0.0606334
-0.768353	-0.103877
-0.814084	-0.400513
-1.02449	-0.313433
-0.805207	-0.137577
-0.578726	-0.230638
-0.630294	0.0167703
-0.79104	-0.0564627
-0.932546	-0.148529
-0.820697	-0.242444
-0.723427	-0.206684
-0.845176	0.245334
-0.510122	0.553023
-0.498226	0.0269028
-0.312659	-0.0961974
-0.000875993	-0.159574
0.13234	-0.267414
-0.0269445	-0.483769
-0.193396	-0.446273
-0.327051	-0.190905
-0.369007	-0.201745
-0.472343	-0.0934479
-0.566849	-0.0830618
-0.509172	-0.0484251
-0.532386	0.0514303
-0.553629	0.202621
-0.582105	0.395804
-0.488351	0.512091
-0.427734	0.65266
-0.563639	0.838742
-0.642505	0.957662
-0.656749	1.09679
-0.622016	1.06284
-0.539717	1.02741
-0.378954	0.949681
-0.428332	0.88407
-0.475546	0.78506
-0.600789	0.666071
-0.692628	0.421507
-0.627426	0.133313
-0.446066	-0.0137948
-0.189784	-0.00353013
0.041507	0.104565
0.107253	0.212479
0.106855	0.402522
-0.13093	0.430587
-0.459806	0.255895
-0.322818	-0.170751
-0.134557	-0.155594
-0.677438	0.04883
