-0.410868	-14.7036
-0.965593	-2.99698
1.48155	-1.72766
-1.88347	-3.56149
1.43987	-5.71074
-4.43057	-4.66423
-2.717	-5.26722
-5.27281	-4.45264
1.45607	-2.60357
2.14583	-4.3438
-1.42286	-6.31348
2.91442	-3.84431
1.47286	-5.85919
0.65116	-4.71109
3.70653	-3.03182
-9.40243	-18.2295
-12.494	-21.3791
-15.3829	-16.8156
-10.8137	-23.528
-12.2525	-22.4191
-11.3109	-21.7244
-9.4818	-22.5102
-9.18366	-20.8072
-3.96404	-20.3479
-0.359819	-14.2924
-0.401423	-14.8788
-0.179375	-15.7437
1.25681	-16.0884
2.24202	-15.8284
3.06445	-16.2882
5.77765	-17.3486
5.51664	-16.462
6.58054	-16.5585
6.67642	-16.8085
8.05411	-17.6591
7.25175	-18.8167
2.64502	-12.227
0.616957	-16.9467
1.02217	-21.8512
0.254699	-24.7664
0.0946065	-26.7127
0.846648	-29.1166
0.367959	-30.1902
-2.34428	-29.1688
-2.39744	-29.1128
-3.69779	-27.3182
-2.6974	-27.5848
0.94396	-18.0463
-0.229568	-25.4205
-0.0453095	-29.4738
-1.32473	-28.9101
-4.06602	-27.4917
-5.72752	-27.8191
-5.77106	-27.461
-5.41687	-26.7757
-5.1236	-27.4198
-3.39881	-28.9401
2.60027	-28.929
3.70675	-23.8668
-0.620473	-17.4731
-2.0245	-19.2799
-0.970829	-23.0952
-1.00517	-23.1358
-0.922015	-23.8381
0.341358	-23.3426
2.78879	-24.5978
2.19926	-23.1901
3.11016	-15.7357
0.178851	-13.2464
-0.957594	-15.4247
-1.95504	-14.2034
-2.56692	-15.0119
-1.77625	-16.387
-1.99353	-18.218
-1.87305	-21.0904
-4.10532	-19.7828
-4.49776	-18.8443
-6.86348	-11.1194
-6.93445	-10.6275
-3.83884	-11.847
-2.87315	-17.5327
-4.14187	-17.4188
-4.75216	-19.563
-4.49234	-20.6044
-6.31566	-20.4534
-6.04939	-21.7575
-4.11702	-24.6943
-2.57708	-25.7941
-1.30816	-23.488
0.116088	-22.1681
-4.13309	-18.9324
-4.63056	-14.2221
-4.07235	-15.3209
-7.19618	-12.9481
-7.84845	-9.21052
-4.14713	-9.36364
1.37948	-9.5997
1.29625	-2.42555
-4.75653	-6.21717
-11.6853	-5.38435
-4.48691	-3.04301
3.67049	-5.63239
-2.62489	-9.59082
-0.796165	-13.1848
2.65219	-9.16143
1.92732	-19.3329
1.92449	-18.6134
1.38232	-16.3262
-2.86182	-16.4666
-4.09016	-15.762
-0.181284	-18.0057
2.1757	-21.0794
0.850947	-19.5996
-1.59163	-14.4756
-0.853536	-10.9077
1.65253	-11.809
6.26089	-4.84147
1.14035	-1.91163
-2.72064	-6.64157
-11.0928	-11.1767
-11.6954	-5.29396
-10.4968	-3.13779
-8.98123	-2.82786
-15.9945	-0.0419285
-11.4576	-6.64849
-11.1995	-11.8736
-2.15517	-8.92914
-3.38443	-17.4578
2.22587	-10.1588
2.8681	-7.58128
3.34208	-8.09179
1.74265	-5.87637
4.29163	-2.93756
1.74639	-1.02091
7.60359	-0.823733
6.03999	3.64162
3.04032	-0.95297
-0.0802779	-8.69453
2.29638	-14.7633
0.789228	-20.6937
5.13586	-17.7889
5.34706	-7.17466
-0.538202	-6.62202
-4.73725	-16.9865
-2.70484	-22.5341
-5.78358	-21.1725
-5.24583	-21.9212
-4.48193	-22.6501
-2.68895	-22.5068
-3.42753	-21.4314
-7.12313	-17.4863
-8.42951	-13.6594
-8.96598	-9.45803
-9.20492	-5.86471
-7.10347	-3.46056
-9.84365	-0.151073
-11.1551	2.38792
-12.1021	1.06133
-13.03	-0.079982
-15.2584	-2.00721
-9.65256	0.0789085
-0.753102	-4.22229
-0.0849026	-3.32915
-3.03066	-7.78318
1.92129	-4.39381
4.5851	-5.29821
3.63802	1.70217
3.78331	2.01029
2.09593	-6.33611
3.60707	-9.21348
2.28119	-8.28721
3.49409	-12.2242
9.82264	-7.64948
6.74612	-12.0679
1.61579	-19.9368
-7.14185	-18.5451
-7.96481	-13.6075
